ocel_id;ocel_time
load_trucktr31;2024-05-31 16:50:13
load_trucktr6;2024-05-31 16:53:31
load_trucktr15;2024-06-03 11:06:09
load_trucktr7;2024-06-03 11:10:05
load_trucktr1;2024-06-03 11:41:25
load_trucktr44;2024-06-03 13:56:42
load_trucktr4;2024-06-03 14:51:16
load_trucktr19;2024-06-03 14:55:38
load_trucktr30;2024-06-03 14:58:07
load_trucktr17;2024-06-03 15:08:46
load_trucktr48;2024-06-03 15:31:01
load_trucktr2;2024-06-03 15:41:42
load_trucktr33;2024-06-03 15:58:32
load_trucktr49;2024-06-03 17:56:13
load_trucktr3;2024-06-04 08:30:54
load_trucktr11;2024-06-04 08:34:33
load_trucktr40;2024-06-04 11:20:42
load_trucktr21;2024-06-04 14:18:34
load_trucktr9;2024-06-04 15:18:18
