ocel_id;ocel_time
weigh_loaded_trucktr4;2024-05-27 13:40:21
weigh_loaded_trucktr45;2024-05-27 14:10:59
weigh_loaded_trucktr11;2024-05-27 14:23:23
weigh_loaded_trucktr16;2024-05-27 14:25:28
weigh_loaded_trucktr10;2024-05-27 14:47:10
weigh_loaded_trucktr15;2024-05-27 15:12:11
weigh_loaded_trucktr27;2024-05-27 15:19:31
weigh_loaded_trucktr39;2024-05-27 15:32:35
weigh_loaded_trucktr8;2024-05-27 15:38:06
weigh_loaded_trucktr30;2024-05-27 15:43:54
weigh_loaded_trucktr32;2024-05-27 17:18:08
weigh_loaded_trucktr17;2024-05-27 17:52:23
weigh_loaded_trucktr23;2024-05-27 18:50:14
weigh_loaded_trucktr44;2024-05-28 07:52:13
weigh_loaded_trucktr18;2024-05-28 09:24:27
weigh_loaded_trucktr6;2024-05-28 09:58:46
weigh_loaded_trucktr48;2024-05-28 11:15:58
weigh_loaded_trucktr1;2024-05-28 12:24:54
weigh_loaded_trucktr28;2024-05-28 14:36:13
weigh_loaded_trucktr38;2024-05-28 14:40:57
weigh_loaded_trucktr9;2024-05-28 14:52:27
weigh_loaded_trucktr21;2024-05-28 16:27:41
weigh_loaded_trucktr35;2024-05-28 16:39:33
weigh_loaded_trucktr33;2024-05-28 17:01:22
weigh_loaded_trucktr19;2024-05-29 08:06:01
weigh_loaded_trucktr22;2024-05-29 08:41:23
weigh_loaded_trucktr2;2024-05-29 09:47:50
weigh_loaded_trucktr42;2024-05-29 10:40:36
weigh_loaded_trucktr40;2024-05-29 10:50:41
weigh_loaded_trucktr13;2024-05-29 10:52:58
weigh_loaded_trucktr49;2024-05-29 10:56:05
weigh_loaded_trucktr47;2024-05-29 11:39:47
weigh_loaded_trucktr12;2024-05-29 12:03:54
weigh_loaded_trucktr43;2024-05-29 12:18:12
weigh_loaded_trucktr5;2024-05-29 14:22:31
weigh_loaded_trucktr3;2024-05-29 14:35:43
weigh_loaded_trucktr20;2024-05-29 15:52:13
weigh_loaded_trucktr45;2024-05-29 16:17:16
weigh_loaded_trucktr36;2024-05-29 16:50:50
weigh_loaded_trucktr15;2024-05-29 17:54:16
weigh_loaded_trucktr29;2024-05-30 07:53:46
weigh_loaded_trucktr34;2024-05-30 09:12:38
weigh_loaded_trucktr32;2024-05-30 09:22:50
weigh_loaded_trucktr46;2024-05-30 10:00:55
weigh_loaded_trucktr37;2024-05-30 10:16:06
weigh_loaded_trucktr25;2024-05-30 10:16:33
weigh_loaded_trucktr24;2024-05-30 11:10:53
weigh_loaded_trucktr38;2024-05-30 11:55:04
weigh_loaded_trucktr31;2024-05-30 13:27:19
weigh_loaded_trucktr26;2024-05-30 14:14:47
weigh_loaded_trucktr10;2024-05-30 14:34:42
weigh_loaded_trucktr28;2024-05-30 14:40:13
weigh_loaded_trucktr6;2024-05-30 14:51:10
weigh_loaded_trucktr18;2024-05-30 14:58:11
weigh_loaded_trucktr1;2024-05-30 15:07:15
weigh_loaded_trucktr7;2024-05-30 16:05:55
weigh_loaded_trucktr33;2024-05-30 16:36:42
weigh_loaded_trucktr4;2024-05-30 16:40:24
weigh_loaded_trucktr41;2024-05-30 17:12:50
weigh_loaded_trucktr2;2024-05-30 17:47:24
weigh_loaded_trucktr19;2024-05-31 08:21:30
weigh_loaded_trucktr44;2024-05-31 08:23:18
weigh_loaded_trucktr30;2024-05-31 09:40:17
weigh_loaded_trucktr17;2024-05-31 10:29:21
weigh_loaded_trucktr48;2024-05-31 14:51:08
weigh_loaded_trucktr11;2024-05-31 14:56:28
weigh_loaded_trucktr40;2024-05-31 17:07:15
weigh_loaded_trucktr49;2024-06-03 07:22:55
weigh_loaded_trucktr43;2024-06-03 07:50:58
weigh_loaded_trucktr3;2024-06-03 08:09:42
weigh_loaded_trucktr21;2024-06-03 09:04:41
weigh_loaded_trucktr9;2024-06-03 09:05:51
weigh_loaded_trucktr45;2024-06-03 10:04:37
weigh_loaded_trucktr34;2024-06-03 11:09:21
weigh_loaded_trucktr20;2024-06-03 11:45:21
weigh_loaded_trucktr12;2024-06-03 14:01:53
